,0
"(0, 0)",0.0
"(0, 1)",13.8983
"(0, 2)",13.8983
"(0, 3)",13.8983
"(0, 4)",13.8983
"(0, 5)",13.8983
"(0, 6)",6.4967
"(0, 7)",6.4967
"(0, 8)",6.4967
"(0, 9)",10.6767
"(0, 10)",10.6767
"(0, 11)",0.0
"(0, 12)",9.8883
"(0, 13)",9.8883
"(0, 14)",9.8883
"(0, 15)",9.8883
"(0, 16)",9.8883
"(0, 17)",23.7383
"(0, 18)",23.7383
"(0, 19)",0.0
"(0, 20)",23.7383
"(0, 21)",23.7383
"(0, 22)",0.0
"(0, 23)",23.7383
"(0, 24)",23.7383
"(0, 25)",0.0
"(0, 26)",23.7383
"(0, 27)",23.7383
"(0, 28)",22.28
"(0, 29)",22.28
"(0, 30)",22.28
"(0, 31)",22.28
"(0, 32)",22.28
"(0, 33)",0.0
"(0, 34)",16.8933
"(0, 35)",16.8933
"(0, 36)",16.8933
"(0, 37)",0.0
"(0, 38)",0.0
"(0, 39)",16.8933
"(0, 40)",16.8933
"(0, 41)",16.8933
"(0, 42)",0.0
"(0, 43)",11.2267
"(0, 44)",11.2267
"(0, 45)",4.595
"(0, 46)",4.595
"(0, 47)",4.595
"(0, 48)",4.595
"(0, 49)",4.595
"(0, 50)",8.91
"(0, 51)",8.91
"(0, 52)",0.0
"(0, 53)",8.91
"(0, 54)",8.91
"(0, 55)",0.0
"(0, 56)",8.91
"(0, 57)",8.91
"(0, 58)",0.0
"(0, 59)",8.91
"(0, 60)",8.91
"(0, 61)",0.0
"(0, 62)",9.9617
"(0, 63)",9.9617
"(0, 64)",0.0
"(0, 65)",9.9617
"(0, 66)",9.9617
"(0, 67)",0.0
"(0, 68)",9.9617
"(0, 69)",9.9617
"(0, 70)",0.0
"(0, 71)",7.37
"(0, 72)",7.37
"(0, 73)",7.37
"(0, 74)",7.37
"(0, 75)",7.37
"(0, 76)",16.2817
"(0, 77)",16.2817
"(0, 78)",16.2817
"(0, 79)",16.2817
"(0, 80)",16.2817
"(0, 81)",9.4967
"(0, 82)",9.4967
"(0, 83)",0.0
"(0, 84)",9.4967
"(0, 85)",9.4967
"(0, 86)",0.0
"(0, 87)",9.4967
"(0, 88)",9.4967
"(0, 89)",0.0
"(0, 90)",9.4967
"(0, 91)",9.4967
"(0, 92)",0.0
"(0, 93)",9.4967
"(0, 94)",9.4967
"(0, 95)",0.0
"(0, 96)",23.7383
"(0, 97)",23.7383
"(0, 98)",23.7383
"(0, 99)",6.3617
"(0, 100)",6.3617
"(0, 101)",11.5217
"(0, 102)",11.5217
"(0, 103)",11.5217
"(0, 104)",18.395
"(0, 105)",26.81
"(0, 106)",26.81
"(0, 107)",26.81
"(0, 108)",26.81
"(0, 109)",22.1967
"(0, 110)",16.4017
"(0, 111)",0.0
"(0, 112)",3.665
"(0, 113)",3.665
"(0, 114)",3.665
"(0, 115)",0.0
"(0, 116)",0.0
"(0, 117)",3.665
"(0, 118)",3.665
"(0, 119)",3.665
"(0, 120)",0.0
"(0, 121)",0.0
"(0, 122)",3.665
"(0, 123)",3.665
"(0, 124)",3.665
"(0, 125)",0.0
"(0, 126)",0.0
"(0, 127)",3.665
"(0, 128)",3.665
"(0, 129)",3.665
"(0, 130)",0.0
"(1, 0)",15.195
"(1, 1)",0.0
"(1, 2)",0.0
"(1, 3)",0.0
"(1, 4)",0.0
"(1, 5)",0.0
"(1, 6)",14.3433
"(1, 7)",14.3433
"(1, 8)",14.3433
"(1, 9)",8.6617
"(1, 10)",8.6617
"(1, 11)",15.195
"(1, 12)",11.5633
"(1, 13)",11.5633
"(1, 14)",11.5633
"(1, 15)",11.5633
"(1, 16)",11.5633
"(1, 17)",13.785
"(1, 18)",13.785
"(1, 19)",15.195
"(1, 20)",13.785
"(1, 21)",13.785
"(1, 22)",15.195
"(1, 23)",13.785
"(1, 24)",13.785
"(1, 25)",15.195
"(1, 26)",13.785
"(1, 27)",13.785
"(1, 28)",12.3267
"(1, 29)",12.3267
"(1, 30)",12.3267
"(1, 31)",12.3267
"(1, 32)",12.3267
"(1, 33)",15.195
"(1, 34)",9.4817
"(1, 35)",9.4817
"(1, 36)",9.4817
"(1, 37)",15.195
"(1, 38)",15.195
"(1, 39)",9.4817
"(1, 40)",9.4817
"(1, 41)",9.4817
"(1, 42)",15.195
"(1, 43)",17.2817
"(1, 44)",17.2817
"(1, 45)",12.0617
"(1, 46)",12.0617
"(1, 47)",12.0617
"(1, 48)",12.0617
"(1, 49)",12.0617
"(1, 50)",16.7117
"(1, 51)",16.7117
"(1, 52)",15.195
"(1, 53)",16.7117
"(1, 54)",16.7117
"(1, 55)",15.195
"(1, 56)",16.7117
"(1, 57)",16.7117
"(1, 58)",15.195
"(1, 59)",16.7117
"(1, 60)",16.7117
"(1, 61)",15.195
"(1, 62)",15.2283
"(1, 63)",15.2283
"(1, 64)",15.195
"(1, 65)",15.2283
"(1, 66)",15.2283
"(1, 67)",15.195
"(1, 68)",15.2283
"(1, 69)",15.2283
"(1, 70)",15.195
"(1, 71)",13.1783
"(1, 72)",13.1783
"(1, 73)",13.1783
"(1, 74)",13.1783
"(1, 75)",13.1783
"(1, 76)",10.685
"(1, 77)",10.685
"(1, 78)",10.685
"(1, 79)",10.685
"(1, 80)",10.685
"(1, 81)",10.6833
"(1, 82)",10.6833
"(1, 83)",15.195
"(1, 84)",10.6833
"(1, 85)",10.6833
"(1, 86)",15.195
"(1, 87)",10.6833
"(1, 88)",10.6833
"(1, 89)",15.195
"(1, 90)",10.6833
"(1, 91)",10.6833
"(1, 92)",15.195
"(1, 93)",10.6833
"(1, 94)",10.6833
"(1, 95)",15.195
"(1, 96)",13.785
"(1, 97)",13.785
"(1, 98)",13.785
