,0
"(0, 0)",0.0
"(0, 1)",13.8983
"(0, 2)",13.8983
"(0, 3)",13.8983
"(0, 4)",13.8983
"(0, 5)",13.8983
"(0, 6)",6.4967
"(0, 7)",6.4967
"(0, 8)",6.4967
"(0, 9)",10.645
"(0, 10)",10.645
"(0, 11)",0.0
"(0, 12)",9.8883
"(0, 13)",9.8883
"(0, 14)",9.8883
"(0, 15)",9.8883
"(0, 16)",9.8883
"(0, 17)",23.7383
"(0, 18)",23.7383
"(0, 19)",0.0
"(0, 20)",23.7383
"(0, 21)",23.7383
"(0, 22)",0.0
"(0, 23)",23.7383
"(0, 24)",23.7383
"(0, 25)",0.0
"(0, 26)",23.7383
"(0, 27)",23.7383
"(0, 28)",22.28
"(0, 29)",22.28
"(0, 30)",22.28
"(0, 31)",22.28
"(0, 32)",22.28
"(0, 33)",0.0
"(0, 34)",16.8917
"(0, 35)",16.8917
"(0, 36)",16.8917
"(0, 37)",0.0
"(0, 38)",0.0
"(0, 39)",16.8917
"(0, 40)",16.8917
"(0, 41)",16.8917
"(0, 42)",0.0
"(0, 43)",11.2267
"(0, 44)",11.2267
"(0, 45)",4.5317
"(0, 46)",4.5317
"(0, 47)",4.5317
"(0, 48)",4.5317
"(0, 49)",4.5317
"(0, 50)",8.9083
"(0, 51)",8.9083
"(0, 52)",0.0
"(0, 53)",8.9083
"(0, 54)",8.9083
"(0, 55)",0.0
"(0, 56)",8.9083
"(0, 57)",8.9083
"(0, 58)",0.0
"(0, 59)",8.9083
"(0, 60)",8.9083
"(0, 61)",0.0
"(0, 62)",93.6533
"(0, 63)",93.6533
"(0, 64)",0.0
"(0, 65)",93.6533
"(0, 66)",93.6533
"(0, 67)",0.0
"(0, 68)",93.6533
"(0, 69)",93.6533
"(0, 70)",0.0
"(0, 71)",7.37
"(0, 72)",7.37
"(0, 73)",7.37
"(0, 74)",7.37
"(0, 75)",7.37
"(0, 76)",0.0
"(0, 77)",16.28
"(0, 78)",16.28
"(0, 79)",16.28
"(0, 80)",0.0
"(0, 81)",9.5
"(0, 82)",9.5
"(0, 83)",0.0
"(0, 84)",9.5
"(0, 85)",9.5
"(0, 86)",0.0
"(0, 87)",9.5
"(0, 88)",9.5
"(0, 89)",0.0
"(0, 90)",9.5
"(0, 91)",9.5
"(0, 92)",0.0
"(0, 93)",9.5
"(0, 94)",9.5
"(0, 95)",0.0
"(0, 96)",23.7383
"(0, 97)",23.7383
"(0, 98)",23.7383
"(0, 99)",16.8917
"(0, 100)",16.8917
"(0, 101)",0.0
"(0, 102)",16.8917
"(0, 103)",16.8917
"(0, 104)",0.0
"(0, 105)",16.8917
"(0, 106)",16.8917
"(0, 107)",0.0
"(0, 108)",11.2267
"(0, 109)",11.2267
"(0, 110)",13.6433
"(0, 111)",13.6433
"(0, 112)",7.9567
"(0, 113)",4.5317
"(0, 114)",4.5317
"(0, 115)",4.5317
"(0, 116)",4.5317
"(0, 117)",4.5317
"(0, 118)",8.9083
"(0, 119)",8.9083
"(0, 120)",0.0
"(0, 121)",8.9083
"(0, 122)",8.9083
"(0, 123)",0.0
"(0, 124)",8.9083
"(0, 125)",8.9083
"(0, 126)",0.0
"(0, 127)",8.9083
"(0, 128)",8.9083
"(0, 129)",0.0
"(0, 130)",4.4217
"(0, 131)",4.4217
"(0, 132)",0.0
"(0, 133)",4.4217
"(0, 134)",4.4217
"(0, 135)",0.0
"(0, 136)",4.4217
"(0, 137)",4.4217
"(0, 138)",0.0
"(0, 139)",0.0
"(0, 140)",8.1817
"(0, 141)",8.1817
"(0, 142)",8.1817
"(0, 143)",0.0
"(0, 144)",0.0
"(0, 145)",8.1817
"(0, 146)",8.1817
"(0, 147)",8.1817
"(0, 148)",0.0
"(0, 149)",13.7533
"(0, 150)",9.9983
"(0, 151)",20.2033
"(0, 152)",20.2033
"(0, 153)",14.3433
"(0, 154)",14.3433
"(0, 155)",14.3433
"(0, 156)",14.3433
"(0, 157)",14.3433
"(0, 158)",11.8067
"(0, 159)",11.8067
"(0, 160)",0.0
"(0, 161)",0.0
"(0, 162)",9.375
"(0, 163)",9.375
"(0, 164)",0.0
"(0, 165)",9.375
"(0, 166)",9.375
"(0, 167)",0.0
"(0, 168)",9.375
"(0, 169)",9.375
"(0, 170)",0.0
"(0, 171)",9.375
"(0, 172)",9.375
"(0, 173)",0.0
"(0, 174)",0.0
"(0, 175)",0.0
"(0, 176)",10.645
"(0, 177)",10.645
"(0, 178)",10.645
"(0, 179)",10.645
"(0, 180)",10.645
"(0, 181)",6.8467
"(0, 182)",6.8467
"(0, 183)",0.0
"(0, 184)",11.655
"(0, 185)",11.655
"(0, 186)",0.0
"(0, 187)",13.2033
"(0, 188)",13.2033
"(0, 189)",13.2033
"(0, 190)",13.2033
"(0, 191)",13.2033
"(0, 192)",5.385
"(0, 193)",5.385
"(0, 194)",5.385
"(0, 195)",5.385
"(0, 196)",5.385
"(0, 197)",0.0
"(0, 198)",20.135
"(0, 199)",20.135
"(0, 200)",20.135
"(0, 201)",0.0
"(0, 202)",0.0
"(0, 203)",20.135
"(0, 204)",20.135
"(0, 205)",20.135
"(0, 206)",0.0
"(0, 207)",0.0
"(0, 208)",20.135
"(0, 209)",20.135
"(0, 210)",20.135
"(0, 211)",0.0
"(0, 212)",0.0
"(0, 213)",25.3583
"(0, 214)",25.3583
"(0, 215)",25.3583
"(0, 216)",0.0
"(0, 217)",0.0
"(0, 218)",25.3583
"(0, 219)",25.3583
"(0, 220)",25.3583
"(0, 221)",0.0
"(0, 222)",0.0
"(0, 223)",25.3583
"(0, 224)",25.3583
"(0, 225)",25.3583
"(0, 226)",0.0
"(0, 227)",0.0
"(0, 228)",25.3583
"(0, 229)",25.3583
